"Probe"	"gennames"	"biotype_gene"
"11749679_x_at"	NA	NA
"11749680_a_at"	"CASS4"	"protein_coding"
"11749681_a_at"	"EXOC5"	"protein_coding"
"11749683_a_at"	"COL4A3BP"	"protein_coding"
"11749684_a_at"	"INTS9"	"protein_coding"
"11749685_a_at"	NA	NA
"11749686_a_at"	NA	NA
"11749687_a_at"	"MAP4K3"	"protein_coding"
"11749688_a_at"	NA	NA
"11749689_x_at"	NA	NA
"11749690_a_at"	"LARGE1"	"protein_coding"
"11749691_a_at"	NA	NA
"11749692_a_at"	"ACTN2"	"protein_coding"
"11749693_a_at"	"ARHGAP17"	"protein_coding"
"11749694_a_at"	"CD276"	"protein_coding"
"11749695_a_at"	NA	NA
"11749696_a_at"	"PCDH8"	"protein_coding"
"11749697_a_at"	"NDUFS1"	"protein_coding"
"11749698_a_at"	"STRA6"	"protein_coding"
"11749699_a_at"	"SGSM3"	"protein_coding"
"11749700_a_at"	NA	NA
"11749701_a_at"	NA	NA
"11749702_x_at"	NA	NA
"11749703_a_at"	"SIRT1"	"protein_coding"
"11749704_a_at"	"SLC9A1"	"protein_coding"
"11749705_a_at"	"NCOA5"	"protein_coding"
"11749706_a_at"	"CCDC138"	"protein_coding"
"11749707_a_at"	"HECTD3"	"protein_coding"
"11749708_a_at"	"FLI1"	"protein_coding"
"11749709_a_at"	"ABLIM1"	"protein_coding"
"11749710_s_at"	"ABLIM1"	"protein_coding"
"11749711_a_at"	"XPNPEP3"	"protein_coding"
"11749712_a_at"	NA	NA
"11749713_a_at"	"KBTBD6"	"protein_coding"
"11749714_a_at"	"GGA3"	"protein_coding"
"11749715_s_at"	NA	NA
"11749716_a_at"	"SLC4A8"	"protein_coding"
"11749717_a_at"	"RP1"	"protein_coding"
"11749718_x_at"	"PLXNB2"	"protein_coding"
"11749719_a_at"	"TMEM268"	"protein_coding"
"11749720_x_at"	"OSBPL5"	"protein_coding"
"11749721_a_at"	"ZFP30"	"protein_coding"
"11749722_a_at"	"NDUFS1"	"protein_coding"
"11749723_a_at"	"FUT8"	"protein_coding"
"11749724_a_at"	"MEGF9"	"protein_coding"
"11749725_a_at"	NA	NA
"11749726_x_at"	NA	NA
"11749727_x_at"	"RNGTT"	"protein_coding"
"11749728_a_at"	"LNPK"	"protein_coding"
"11749729_a_at"	"KLHL7"	"protein_coding"
"11749730_a_at"	"PTGS1"	"protein_coding"
"11749731_a_at"	"SH2B3"	"protein_coding"
"11749732_a_at"	"LONP2"	"protein_coding"
"11749733_a_at"	"JRKL"	"protein_coding"
"11749734_s_at"	"JRKL"	"protein_coding"
"11749735_a_at"	"SPATA5L1"	"protein_coding"
"11749736_a_at"	NA	NA
"11749737_a_at"	NA	NA
"11749738_a_at"	NA	NA
"11749739_a_at"	"ASNA1"	"protein_coding"
"11749740_a_at"	NA	NA
"11749741_a_at"	"DMGDH"	"protein_coding"
"11749742_a_at"	"KLHL3"	"protein_coding"
"11749743_a_at"	"MST1R"	"protein_coding"
"11749745_a_at"	"SRP68"	"protein_coding"
"11749746_s_at"	"EZR"	"protein_coding"
"11749747_s_at"	NA	NA
"11749748_x_at"	NA	NA
"11749749_s_at"	"MPPED1"	"protein_coding"
"11749750_a_at"	NA	NA
"11749751_s_at"	NA	NA
"11749752_x_at"	NA	NA
"11749753_a_at"	"KIAA1328"	"protein_coding"
"11749754_a_at"	"EEF1A1"	"protein_coding"
"11749755_a_at"	NA	NA
"11749756_x_at"	NA	NA
"11749757_x_at"	NA	NA
"11749759_a_at"	NA	NA
"11749760_a_at"	"GABRB3"	"protein_coding"
"11749761_a_at"	"PCED1A"	"protein_coding"
"11749762_a_at"	NA	NA
"11749763_a_at"	"UBE2I"	"protein_coding"
"11749764_a_at"	"KMT5B"	"protein_coding"
"11749765_a_at"	"ALPI"	"protein_coding"
"11749766_a_at"	"KCNH5"	"protein_coding"
"11749767_a_at"	"PCYOX1"	"protein_coding"
"11749768_a_at"	"UVSSA"	"protein_coding"
"11749769_a_at"	"B4GALNT1"	"protein_coding"
"11749770_a_at"	"PAX1"	"protein_coding"
"11749771_a_at"	"CAMK2B"	"protein_coding"
"11749772_a_at"	"C6orf118"	"protein_coding"
"11749773_x_at"	"GBP1"	"protein_coding"
"11749774_x_at"	"MAP3K7CL"	"protein_coding"
"11749775_a_at"	NA	NA
"11749776_a_at"	"TFAP2C"	"protein_coding"
"11749778_a_at"	"PDIA6"	"protein_coding"
"11749779_a_at"	"TTC26"	"protein_coding"
"11749780_a_at"	"BCAT1"	"protein_coding"
"11749781_s_at"	"BCAT1"	"protein_coding"
"11749782_x_at"	"BCAT1"	"protein_coding"
"11749783_a_at"	NA	NA
"11749784_a_at"	NA	NA
"11749785_x_at"	NA	NA
"11749786_x_at"	"HNRNPF"	"protein_coding"
"11749787_a_at"	NA	NA
"11749788_x_at"	"L2HGDH"	"protein_coding"
"11749789_a_at"	NA	NA
"11749790_a_at"	"CASP8"	"protein_coding"
"11749791_a_at"	"CRB1"	"protein_coding"
"11749792_a_at"	"PBX1"	"protein_coding"
"11749793_a_at"	"ANXA4"	"protein_coding"
"11749794_x_at"	"ANXA4"	"protein_coding"
"11749795_a_at"	"NFIX"	"protein_coding"
"11749796_a_at"	"ERGIC1"	"protein_coding"
"11749797_x_at"	"MLH3"	"protein_coding"
"11749798_a_at"	"GNAI1"	"protein_coding"
"11749799_a_at"	"PACS1"	"protein_coding"
"11749800_a_at"	"BAIAP2"	"protein_coding"
"11749801_x_at"	"BAIAP2"	"protein_coding"
"11749802_a_at"	NA	NA
"11749803_s_at"	NA	NA
"11749804_a_at"	NA	NA
"11749805_a_at"	"MASP1"	"protein_coding"
"11749806_a_at"	NA	NA
"11749807_a_at"	"KCNN1"	"protein_coding"
"11749808_x_at"	"ZNF107"	"protein_coding"
"11749809_a_at"	"PLAT"	"protein_coding"
"11749810_s_at"	"ISYNA1"	"protein_coding"
"11749811_a_at"	"LUC7L3"	"protein_coding"
"11749813_a_at"	"NEK2"	"protein_coding"
"11749815_a_at"	"SPIN1"	"protein_coding"
"11749816_a_at"	"ULK3"	"protein_coding"
"11749817_a_at"	"CSF1R"	"protein_coding"
"11749818_x_at"	"ARFIP2"	"protein_coding"
"11749819_x_at"	"CNOT8"	"protein_coding"
"11749820_a_at"	"CHRNB1"	"protein_coding"
"11749821_x_at"	NA	NA
"11749822_a_at"	NA	NA
"11749823_a_at"	"SLC6A9"	"protein_coding"
"11749824_a_at"	"RUFY2"	"protein_coding"
"11749825_a_at"	"SEPT6"	"protein_coding"
"11749826_a_at"	"DIO2"	"protein_coding"
"11749827_a_at"	NA	NA
"11749828_a_at"	"DPH2"	"protein_coding"
"11749829_s_at"	"SKIDA1"	"protein_coding"
"11749830_a_at"	NA	NA
"11749831_a_at"	NA	NA
"11749832_x_at"	NA	NA
"11749833_s_at"	"AGT"	"protein_coding"
"11749834_a_at"	"SH2B1"	"protein_coding"
"11749835_x_at"	"SH2B1"	"protein_coding"
"11749836_a_at"	"CSMD2"	"protein_coding"
"11749837_a_at"	"ZFAT"	"protein_coding"
"11749838_a_at"	"DCTN4"	"protein_coding"
"11749839_a_at"	"VSIG1"	"protein_coding"
"11749840_a_at"	NA	NA
"11749841_x_at"	"DDX3Y"	"protein_coding"
"11749842_a_at"	"PSEN1"	"protein_coding"
"11749843_a_at"	"BRMS1L"	"protein_coding"
"11749844_x_at"	NA	NA
"11749845_a_at"	NA	NA
"11749846_x_at"	"AP2M1"	"protein_coding"
"11749847_a_at"	"MSR1"	"protein_coding"
"11749848_a_at"	"CTNS"	"protein_coding"
"11749849_x_at"	"CTNS"	"protein_coding"
"11749850_a_at"	"RAB37"	"protein_coding"
"11749851_a_at"	"HSDL1"	"protein_coding"
"11749852_s_at"	"FOS"	"protein_coding"
"11749853_a_at"	"DTNB"	"protein_coding"
"11749854_a_at"	"MOG"	"protein_coding"
"11749855_a_at"	"SH2B1"	"protein_coding"
"11749856_a_at"	"ANTXR2"	"protein_coding"
"11749857_a_at"	"KAZN"	"protein_coding"
"11749858_a_at"	NA	NA
"11749859_a_at"	"MED29"	"protein_coding"
"11749860_a_at"	"SMTN"	"protein_coding"
"11749861_a_at"	"SERPINF2"	"protein_coding"
"11749862_a_at"	"APOL3"	"protein_coding"
"11749863_a_at"	"TBP"	"protein_coding"
"11749864_a_at"	"RHOJ"	"protein_coding"
"11749865_a_at"	"ABLIM2"	"protein_coding"
"11749866_x_at"	"GALK1"	"protein_coding"
"11749867_x_at"	"DHFR"	"protein_coding"
"11749868_a_at"	"VTCN1"	"protein_coding"
"11749869_x_at"	"VTCN1"	"protein_coding"
"11749870_a_at"	"MTMR14"	"protein_coding"
"11749871_a_at"	"GBGT1"	"protein_coding"
"11749872_a_at"	NA	NA
"11749873_s_at"	"MKRN2"	"protein_coding"
"11749874_a_at"	"OXCT1"	"protein_coding"
"11749875_a_at"	"LAMP1"	"protein_coding"
"11749876_a_at"	"LAMP2"	"protein_coding"
"11749877_x_at"	"MKNK2"	"protein_coding"
"11749878_a_at"	"CNOT1"	"protein_coding"
"11749879_a_at"	"PGAP2"	"protein_coding"
"11749880_x_at"	"PGAP2"	"protein_coding"
"11749881_a_at"	"PEX1"	"protein_coding"
"11749882_x_at"	"APH1A"	"protein_coding"
"11749883_a_at"	"FEZ1"	"protein_coding"
"11749884_a_at"	"TTC38"	"protein_coding"
"11749885_a_at"	"ACADS"	"protein_coding"
"11749886_a_at"	"BCL2L13"	"protein_coding"
"11749887_a_at"	"VIPR1"	"protein_coding"
"11749888_x_at"	NA	NA
"11749889_a_at"	"SYAP1"	"protein_coding"
"11749890_x_at"	"SYAP1"	"protein_coding"
"11749891_a_at"	"HLF"	"protein_coding"
"11749892_a_at"	NA	NA
"11749893_a_at"	"CA14"	"protein_coding"
"11749894_a_at"	"DCK"	"protein_coding"
"11749895_a_at"	NA	NA
"11749896_a_at"	"FMOD"	"protein_coding"
"11749897_x_at"	"FMOD"	"protein_coding"
"11749898_a_at"	"SCAMP1"	"protein_coding"
"11749899_a_at"	"ATAD1"	"protein_coding"
"11749900_a_at"	"PPP6R3"	"protein_coding"
"11749901_a_at"	"KIF6"	"protein_coding"
"11749902_a_at"	"PCNP"	"protein_coding"
"11749903_s_at"	"GORASP1"	"protein_coding"
"11749904_x_at"	"GORASP1"	"protein_coding"
"11749905_a_at"	"CYR61"	"protein_coding"
"11749906_a_at"	NA	NA
"11749907_a_at"	"TRIM63"	"protein_coding"
"11749908_x_at"	"SYT11"	"protein_coding"
"11749909_a_at"	"MLC1"	"protein_coding"
"11749910_a_at"	"EIF2S1"	"protein_coding"
"11749911_x_at"	"SFTPB"	"protein_coding"
"11749912_x_at"	"IGFBP3"	"protein_coding"
"11749913_a_at"	"HSPA13"	"protein_coding"
"11749914_a_at"	"SMCO1"	"protein_coding"
"11749915_a_at"	"SYNPR"	"protein_coding"
"11749916_a_at"	"AGBL2"	"protein_coding"
"11749917_a_at"	"HEY2"	"protein_coding"
"11749918_a_at"	"ELMOD3"	"protein_coding"
"11749919_a_at"	"GUCY1A3"	"protein_coding"
"11749920_a_at"	"RAB3B"	"protein_coding"
"11749921_a_at"	"SDC4"	"protein_coding"
"11749922_x_at"	NA	NA
"11749923_a_at"	NA	NA
"11749924_a_at"	NA	NA
"11749925_a_at"	"ZNF346"	"protein_coding"
"11749927_a_at"	"GNAQ"	"protein_coding"
"11749928_a_at"	"PGPEP1"	"protein_coding"
"11749929_x_at"	"PGPEP1"	"protein_coding"
"11749930_a_at"	"AP3M2"	"protein_coding"
"11749931_s_at"	"AP3M2"	"protein_coding"
"11749932_a_at"	"ENOX1"	"protein_coding"
"11749933_a_at"	"KIF26B"	"protein_coding"
"11749936_a_at"	"HDAC8"	"protein_coding"
"11749937_x_at"	"ZFP36L1"	"protein_coding"
"11749938_a_at"	"AIF1L"	"protein_coding"
"11749939_x_at"	"AIF1L"	"protein_coding"
"11749940_a_at"	NA	NA
"11749941_a_at"	"FCRL6"	"protein_coding"
"11749942_a_at"	NA	NA
"11749943_x_at"	"METTL6"	"protein_coding"
"11749944_a_at"	"GABRP"	"protein_coding"
"11749945_a_at"	NA	NA
"11749946_a_at"	NA	NA
"11749947_a_at"	"DCAF7"	"protein_coding"
"11749948_x_at"	NA	NA
"11749949_a_at"	"LBX1-AS1"	"processed_transcript"
"11749950_a_at"	NA	NA
"11749951_a_at"	"ITGA2B"	"protein_coding"
"11749952_a_at"	"CFAP46"	"protein_coding"
"11749953_a_at"	NA	NA
"11749954_a_at"	"CLEC1A"	"protein_coding"
"11749955_a_at"	NA	NA
"11749956_a_at"	"TBC1D31"	"protein_coding"
"11749957_x_at"	NA	NA
"11749958_a_at"	NA	NA
"11749959_a_at"	NA	NA
"11749960_a_at"	"PSMF1"	"protein_coding"
"11749961_a_at"	NA	NA
"11749962_a_at"	"BCAS1"	"protein_coding"
"11749963_a_at"	"FGA"	"protein_coding"
"11749964_a_at"	"ZCCHC17"	"protein_coding"
"11749965_x_at"	"ZCCHC17"	"protein_coding"
"11749966_a_at"	"CCDC78"	"protein_coding"
"11749967_a_at"	"GABRB2"	"protein_coding"
"11749968_a_at"	"RAD52"	"protein_coding"
"11749969_a_at"	"TSPAN5"	"protein_coding"
"11749970_a_at"	"GINS1"	"protein_coding"
"11749971_x_at"	"CYB561"	"protein_coding"
"11749972_a_at"	"TIE1"	"protein_coding"
"11749973_x_at"	"TIE1"	"protein_coding"
"11749974_a_at"	"PGAP3"	"protein_coding"
"11749975_x_at"	"PGAP3"	"protein_coding"
"11749976_a_at"	"DSE"	"protein_coding"
"11749977_a_at"	"RNF6"	"protein_coding"
"11749978_a_at"	"MVP"	"protein_coding"
"11749980_x_at"	"HOPX"	"protein_coding"
"11749981_a_at"	"TECRL"	"protein_coding"
"11749982_a_at"	"PIP4K2B"	"protein_coding"
"11749983_a_at"	"SERPINB5"	"protein_coding"
"11749984_s_at"	"PSTPIP1"	"protein_coding"
"11749985_a_at"	NA	NA
"11749986_a_at"	"CAMK2G"	"protein_coding"
"11749987_a_at"	"CEP72"	"protein_coding"
"11749988_x_at"	"AUH"	"protein_coding"
"11749989_a_at"	NA	NA
"11749990_x_at"	"HLA-A"	"protein_coding"
"11749991_s_at"	"SIGLEC15"	"protein_coding"
"11749992_x_at"	"SIGLEC15"	"protein_coding"
"11749993_a_at"	"CCDC78"	"protein_coding"
"11749994_a_at"	"CD300LG"	"protein_coding"
"11749995_x_at"	NA	NA
"11749996_a_at"	"VSNL1"	"protein_coding"
"11749997_x_at"	"VSNL1"	"protein_coding"
"11749998_a_at"	NA	NA
"11749999_x_at"	"TMEM150B"	"protein_coding"
"11750000_a_at"	"CLEC7A"	"protein_coding"
"11750001_x_at"	"CLEC7A"	"protein_coding"
"11750002_a_at"	"RAB2A"	"protein_coding"
"11750003_s_at"	NA	NA
"11750004_a_at"	"MAMLD1"	"protein_coding"
"11750005_a_at"	"CNTROB"	"protein_coding"
"11750006_a_at"	"COA1"	"protein_coding"
"11750007_a_at"	"S100Z"	"protein_coding"
"11750008_a_at"	"POLR2E"	"protein_coding"
"11750009_x_at"	"POLR2E"	"protein_coding"
"11750010_a_at"	"WHSC1"	"protein_coding"
"11750011_a_at"	"MLST8"	"protein_coding"
"11750012_a_at"	NA	NA
"11750013_x_at"	NA	NA
"11750014_x_at"	"SSBP1"	"protein_coding"
"11750015_a_at"	"COL4A6"	"protein_coding"
"11750016_a_at"	"MXD1"	"protein_coding"
"11750017_a_at"	"STX3"	"protein_coding"
"11750019_x_at"	NA	NA
"11750020_s_at"	"SURF4"	"protein_coding"
"11750021_x_at"	"SURF4"	"protein_coding"
"11750022_a_at"	"LCORL"	"protein_coding"
"11750023_a_at"	"H1FOO"	"protein_coding"
"11750024_a_at"	"LMAN2L"	"protein_coding"
"11750025_a_at"	"MYO15A"	"protein_coding"
"11750026_a_at"	NA	NA
"11750027_a_at"	"SLC35F2"	"protein_coding"
"11750028_a_at"	"ATP6AP2"	"protein_coding"
"11750029_a_at"	"EIF4HP1"	"processed_pseudogene"
"11750030_a_at"	"SULT1C2"	"protein_coding"
"11750031_a_at"	"CRYL1"	"protein_coding"
"11750032_a_at"	"MYBBP1A"	"protein_coding"
"11750033_a_at"	"ITGAX"	"protein_coding"
"11750034_a_at"	NA	NA
"11750035_x_at"	NA	NA
"11750036_a_at"	NA	NA
"11750037_a_at"	"CHMP7"	"protein_coding"
"11750038_a_at"	"MECR"	"protein_coding"
"11750039_a_at"	"ASH1L"	"protein_coding"
"11750040_a_at"	"ANXA5"	"protein_coding"
"11750041_s_at"	"ANXA5"	"protein_coding"
"11750042_x_at"	"ANXA5"	"protein_coding"
"11750043_a_at"	NA	NA
"11750044_a_at"	NA	NA
"11750045_x_at"	"TPM3"	"protein_coding"
"11750046_a_at"	NA	NA
"11750047_a_at"	"HPX"	"protein_coding"
"11750048_a_at"	"LILRB5"	"protein_coding"
"11750049_x_at"	"LILRB5"	"protein_coding"
"11750050_a_at"	NA	NA
"11750051_x_at"	NA	NA
"11750052_a_at"	"ASGR2"	"protein_coding"
"11750053_a_at"	"SLC37A2"	"protein_coding"
"11750054_a_at"	"PRIM2"	"protein_coding"
"11750055_a_at"	NA	NA
"11750056_x_at"	NA	NA
"11750057_a_at"	NA	NA
"11750058_a_at"	NA	NA
"11750059_a_at"	"MLX"	"protein_coding"
"11750060_a_at"	"BMF"	"protein_coding"
"11750061_x_at"	"DAZAP2"	"protein_coding"
"11750062_a_at"	"UBXN1"	"protein_coding"
"11750063_a_at"	"ANKRD35"	"protein_coding"
"11750064_a_at"	NA	NA
"11750065_a_at"	"IFT52"	"protein_coding"
"11750066_x_at"	"NR2F1-AS1"	"antisense"
"11750067_a_at"	NA	NA
"11750068_x_at"	"ZNF138"	"protein_coding"
"11750069_x_at"	"ALKBH2"	"protein_coding"
"11750070_a_at"	"ATG2A"	"protein_coding"
"11750071_x_at"	"ATG2A"	"protein_coding"
"11750072_s_at"	NA	NA
"11750073_a_at"	"WBSCR27"	"protein_coding"
"11750074_a_at"	NA	NA
"11750075_a_at"	"SP4"	"protein_coding"
"11750076_a_at"	NA	NA
"11750077_x_at"	NA	NA
"11750078_a_at"	"GYG1"	"protein_coding"
"11750079_a_at"	NA	NA
"11750080_a_at"	"DDB2"	"protein_coding"
"11750081_a_at"	"TIE1"	"protein_coding"
"11750082_a_at"	"ERCC2"	"protein_coding"
"11750083_at"	"MCRIP2"	"protein_coding"
"11750084_a_at"	"FAM69A"	"protein_coding"
"11750085_a_at"	"TSC22D2"	"protein_coding"
"11750086_s_at"	"FGFBP2"	"protein_coding"
"11750087_a_at"	"CALCB"	"protein_coding"
"11750088_x_at"	NA	NA
"11750089_x_at"	NA	NA
"11750091_a_at"	"TPRKB"	"protein_coding"
"11750092_x_at"	"TPRKB"	"protein_coding"
"11750093_a_at"	NA	NA
"11750094_x_at"	NA	NA
"11750095_a_at"	"FAM65C"	"protein_coding"
"11750096_a_at"	"CTNND2"	"protein_coding"
"11750097_x_at"	"CTNND2"	"protein_coding"
"11750098_a_at"	"JAK3"	"protein_coding"
"11750099_a_at"	"UNC80"	"protein_coding"
"11750100_a_at"	"ST3GAL3"	"protein_coding"
"11750101_a_at"	NA	NA
"11750102_x_at"	NA	NA
"11750103_a_at"	"HADH"	"protein_coding"
"11750104_a_at"	"FUK"	"protein_coding"
"11750105_x_at"	NA	NA
"11750106_x_at"	"ANKAR"	"protein_coding"
"11750107_a_at"	"SEL1L3"	"protein_coding"
"11750108_x_at"	NA	NA
"11750109_a_at"	"MYO18A"	"protein_coding"
"11750110_s_at"	NA	NA
"11750111_a_at"	"VCL"	"protein_coding"
"11750112_a_at"	NA	NA
"11750113_a_at"	"EP400"	"protein_coding"
"11750114_a_at"	"PLXNB3"	"protein_coding"
"11750115_x_at"	"PLXNB3"	"protein_coding"
"11750116_a_at"	"WDR11"	"protein_coding"
"11750117_s_at"	"PHF2"	"protein_coding"
"11750118_a_at"	"GRK3"	"protein_coding"
"11750119_a_at"	"ZNF33A"	"protein_coding"
"11750120_a_at"	"FAM19A2"	"protein_coding"
"11750121_a_at"	"HDAC4"	"protein_coding"
"11750122_a_at"	"DNMT3B"	"protein_coding"
"11750123_a_at"	NA	NA
"11750124_a_at"	"NCAM2"	"protein_coding"
"11750125_a_at"	"GRAMD1B"	"protein_coding"
"11750126_a_at"	"MANBA"	"protein_coding"
"11750127_a_at"	"PHF14"	"protein_coding"
"11750128_s_at"	"IMMT"	"protein_coding"
"11750129_x_at"	NA	NA
"11750130_a_at"	NA	NA
"11750131_a_at"	"FGD1"	"protein_coding"
"11750132_a_at"	"PAN3"	"protein_coding"
"11750133_x_at"	"TNIP1"	"protein_coding"
"11750134_a_at"	"DNMBP"	"protein_coding"
"11750135_a_at"	"MAOB"	"protein_coding"
"11750136_a_at"	"ARHGAP36"	"protein_coding"
"11750137_a_at"	"PLCD4"	"protein_coding"
"11750138_a_at"	"POGK"	"protein_coding"
"11750139_a_at"	"GRIA3"	"protein_coding"
"11750140_x_at"	"TOP1MT"	"protein_coding"
"11750141_a_at"	"CTPS1"	"protein_coding"
"11750142_x_at"	NA	NA
"11750143_a_at"	"PIGZ"	"protein_coding"
"11750144_x_at"	"CCT3"	"protein_coding"
"11750145_a_at"	NA	NA
"11750146_a_at"	"TKTL1"	"protein_coding"
"11750147_a_at"	"TRIM4"	"protein_coding"
"11750148_a_at"	NA	NA
"11750149_a_at"	"ZNF815P"	"transcribed_unprocessed_pseudogene"
"11750150_s_at"	"ZNF815P"	"transcribed_unprocessed_pseudogene"
"11750151_a_at"	"HAUS6"	"protein_coding"
"11750152_a_at"	"SLC23A2"	"protein_coding"
"11750153_a_at"	"GIMAP6"	"protein_coding"
"11750154_a_at"	"RGS3"	"protein_coding"
"11750155_a_at"	"PER2"	"protein_coding"
"11750156_a_at"	"GABRG2"	"protein_coding"
"11750157_at"	"CD4"	"protein_coding"
"11750158_a_at"	"DTNA"	"protein_coding"
"11750159_a_at"	"BATF2"	"protein_coding"
"11750160_a_at"	"LSM14A"	"protein_coding"
"11750161_a_at"	"PLEKHA2"	"protein_coding"
"11750162_a_at"	NA	NA
"11750163_a_at"	"NLRP2"	"protein_coding"
"11750164_a_at"	"SCRN3"	"protein_coding"
"11750165_a_at"	"FARSB"	"protein_coding"
"11750166_a_at"	"EED"	"protein_coding"
"11750167_a_at"	"CAPN2"	"protein_coding"
"11750168_x_at"	"GLUD1"	"protein_coding"
"11750169_x_at"	"SPDYE6"	"protein_coding"
"11750170_a_at"	NA	NA
"11750171_a_at"	"TLE2"	"protein_coding"
"11750172_a_at"	"CLTCL1"	"protein_coding"
"11750173_x_at"	"CLTCL1"	"protein_coding"
"11750174_a_at"	"SVILP1"	"transcribed_unprocessed_pseudogene"
"11750176_x_at"	"SVILP1"	"transcribed_unprocessed_pseudogene"
"11750177_x_at"	NA	NA
"11750178_a_at"	"ECHDC2"	"protein_coding"
"11750179_s_at"	"ECHDC2"	"protein_coding"
"11750180_x_at"	NA	NA
"11750181_a_at"	"PFKFB1"	"protein_coding"
"11750182_a_at"	"TRIM62"	"protein_coding"
"11750183_a_at"	NA	NA
"11750184_at"	"GLYATL1"	"protein_coding"
"11750185_a_at"	NA	NA
"11750186_a_at"	NA	NA
"11750187_a_at"	NA	NA
"11750188_x_at"	NA	NA
"11750189_s_at"	"CD44"	"protein_coding"
"11750190_x_at"	"CD44"	"protein_coding"
"11750191_x_at"	NA	NA
"11750192_x_at"	"CAPZA2"	"protein_coding"
"11750193_s_at"	"NFATC4"	"protein_coding"
"11750194_x_at"	"NFATC4"	"protein_coding"
"11750195_a_at"	NA	NA
"11750196_a_at"	"ANXA4"	"protein_coding"
"11750197_x_at"	"FAM98A"	"protein_coding"
"11750198_a_at"	"CASP7"	"protein_coding"
"11750199_a_at"	"HCLS1"	"protein_coding"
"11750200_a_at"	"ZNF215"	"protein_coding"
"11750201_a_at"	"GABPB1"	"protein_coding"
"11750202_a_at"	"LAMP2"	"protein_coding"
"11750203_a_at"	"TRUB1"	"protein_coding"
"11750204_x_at"	"TRUB1"	"protein_coding"
"11750205_a_at"	"BCAS1"	"protein_coding"
"11750206_a_at"	"TMEM214"	"protein_coding"
"11750207_a_at"	NA	NA
"11750208_a_at"	"DCX"	"protein_coding"
"11750209_a_at"	"HEY1"	"protein_coding"
"11750210_x_at"	"SYNPR"	"protein_coding"
"11750211_a_at"	NA	NA
"11750212_a_at"	NA	NA
"11750213_a_at"	"ADPRHL2"	"protein_coding"
"11750214_a_at"	"RNF114"	"protein_coding"
"11750215_a_at"	"SLC39A1"	"protein_coding"
"11750216_x_at"	"SLC39A1"	"protein_coding"
"11750217_a_at"	"PIP5K1A"	"protein_coding"
"11750218_x_at"	"TSPAN6"	"protein_coding"
"11750219_a_at"	"NUP43"	"protein_coding"
"11750220_x_at"	"NUP43"	"protein_coding"
"11750221_a_at"	NA	NA
"11750222_a_at"	"ARID5B"	"protein_coding"
"11750223_a_at"	"NAXE"	"protein_coding"
"11750224_a_at"	"CCDC117"	"protein_coding"
"11750225_a_at"	"RNF215"	"protein_coding"
"11750226_a_at"	"ADCK1"	"protein_coding"
"11750227_a_at"	"RSAD1"	"protein_coding"
"11750228_x_at"	"RSAD1"	"protein_coding"
"11750229_x_at"	"TMEM25"	"protein_coding"
"11750230_a_at"	NA	NA
"11750232_a_at"	NA	NA
"11750233_a_at"	"ATF2"	"protein_coding"
"11750234_at"	NA	NA
"11750235_at"	"YWHAEP7"	"transcribed_unprocessed_pseudogene"
"11750236_a_at"	NA	NA
"11750237_a_at"	"EPS8L1"	"protein_coding"
"11750238_a_at"	NA	NA
"11750239_a_at"	"VPS13B"	"protein_coding"
"11750240_a_at"	"GHITM"	"protein_coding"
"11750241_x_at"	NA	NA
"11750242_a_at"	"KLK13"	"protein_coding"
"11750243_a_at"	"PPARGC1A"	"protein_coding"
"11750244_a_at"	"MGLL"	"protein_coding"
"11750245_x_at"	"MGLL"	"protein_coding"
"11750246_a_at"	NA	NA
"11750247_x_at"	NA	NA
"11750249_a_at"	NA	NA
"11750250_a_at"	"PPP1R13L"	"protein_coding"
"11750251_a_at"	"MPP7"	"protein_coding"
"11750253_a_at"	"AP4M1"	"protein_coding"
"11750254_a_at"	"LINC00575"	"lincRNA"
"11750255_x_at"	"ARID1A"	"protein_coding"
"11750256_a_at"	"RSF1"	"protein_coding"
"11750257_a_at"	"EEA1"	"protein_coding"
"11750258_a_at"	NA	NA
"11750259_x_at"	NA	NA
"11750260_a_at"	"SYNJ2"	"protein_coding"
"11750261_a_at"	NA	NA
"11750262_a_at"	"BRSK2"	"protein_coding"
"11750263_x_at"	"ZNF786"	"protein_coding"
"11750264_x_at"	"TMEM19"	"protein_coding"
"11750265_x_at"	"CTBP2"	"protein_coding"
"11750266_a_at"	"CTCFL"	"protein_coding"
"11750267_x_at"	"INPP5J"	"protein_coding"
"11750268_a_at"	"LINC00612"	"processed_transcript"
"11750269_at"	"LINC00612"	"processed_transcript"
"11750270_x_at"	"LINC00612"	"processed_transcript"
"11750271_a_at"	"PANX2"	"protein_coding"
"11750272_a_at"	NA	NA
"11750273_a_at"	"ZPLD1"	"protein_coding"
"11750274_a_at"	"TTC6"	"protein_coding"
"11750275_a_at"	"CYTH4"	"protein_coding"
"11750276_x_at"	"EHD1"	"protein_coding"
"11750277_a_at"	"POLR3D"	"protein_coding"
"11750278_s_at"	"HCAR1"	"protein_coding"
"11750279_a_at"	"STC1"	"protein_coding"
"11750280_x_at"	NA	NA
"11750281_a_at"	"TLDC1"	"protein_coding"
"11750282_x_at"	"DBNL"	"protein_coding"
"11750284_a_at"	"LINS1"	"protein_coding"
"11750285_a_at"	"NFIX"	"protein_coding"
"11750287_a_at"	NA	NA
"11750288_x_at"	NA	NA
